10565.28417,6614.002949,1962.958891,2011,1
9908.081673,6081.120768,1926.241123,2011,2
9709.592596,6317.993153,1952.278227,2011,3
9270.98403,6020.626815,1898.256982,2011,4
10610.75857,6686.164661,1877.569486,2012,1
9918.007721,6069.257071,1910.043427,2012,2
10198.4171,6752.938137,1902.684665,2012,3
9667.592591,6321.316679,1875.6629,2012,4
10632.64015,6593.84177,1905.693345,2013,1
10509.49352,6479.966743,1870.894888,2013,2
10742.60997,7074.182526,1848.430893,2013,3
10592.84898,6940.044074,1842.715292,2013,4
11269.77421,6962.410725,1782.619063,2014,1
10818.55952,6715.572111,1865.678913,2014,2
11533.1986,7384.149762,1858.134651,2014,3
11522.91538,7454.547776,1861.296235,2014,4
12161.1631,7569.572849,1864.831387,2015,1
11733.6637,7374.936701,1804.422775,2015,2
12557.03172,8011.335671,1860.403299,2015,3
12399.39259,7806.615371,1862.909641,2015,4
12450.59617,7690.472238,1877.896552,2016,1
12712.93992,8002.532855,1847.089835,2016,2
13350.1409,8332.479431,1866.23703,2016,3
13366.81421,8257.043027,1850.303823,2016,4
13672.62164,8371.840155,1725.550407,2017,1
13709.93331,8494.943575,1823.469856,2017,2
14234.67032,8797.133897,1840.890438,2017,3
13838.42364,8481.305995,1835.701434,2017,4
14432.91711,8831.452412,1883.429099,2018,1
14411.37313,8914.033202,1853.130315,2018,2
15131.92111,9278.360176,1860.447743,2018,3
15010.8298,9164.691077,1874.076836,2018,4
15319.41403,9383.081666,1721.493579,2019,1
15469.59804,9568.832034,1827.850687,2019,2
15845.73231,9654.633149,1814.588222,2019,3
15834.81577,9662.158564,1819.830479,2019,4
15181.93654,9266.254244,1733.962689,2020,1
15462.15485,9389.59327,1678.36866,2020,2
15886.49012,9601.944106,1795.428124,2020,3
16279.46683,9670.884539,1809.10779,2020,4
15797.99824,9637.758966,1872.343253,2021,1
16442.90971,9943.777857,1832.021511,2021,2
15329.88181,9117.993343,1644.310658,2021,3
16268.40479,9683.105659,1718.810716,2021,4
16301.141,10011.57256,1779.032822,2022,1
17265.08897,10606.51259,1831.553584,2022,2
16554.19077,9835.874532,1820.948743,2022,3
17398.11077,10478.90352,1807.953063,2022,4
16435.20997,10201.99964,1824.505268,2023,1
17417.89856,10717.73632,1798.867037,2023,2
17276.67315,10138.89284,1793.067793,2023,3
18176.09942,10851.10249,1787.580498,2023,4
17080.24201,10626.22544,1825.442647,2024,1
18509.09592,11377.54705,1767.69588,2024,2
18315.34969,10728.1633,1779.478004,2024,3
19416.303,11523.44031,1793.122801,2024,4